Country,County,Master site,Site,Date,Time,Common name,Count,Qualifier,Accuracy,Visibility,Rain,Wind,Comments,Checked,day,month,year
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Green Bridge of Wales to Flimston Bay (Elegug Stacks),21-Jun-15,00:00,Common Guillemot,15136,Individuals on land,Estimate,good,None,3,"AS USUAL, THE TOP OF ..",,21,6,2015
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Green Bridge of Wales to Flimston Bay (Elegug Stacks),04-Jun-16,09:45-12:30,Common Guillemot,16439,Individuals on land,Estimate,good,None,1,,,4,6,2016
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Green Bridge of Wales to Flimston Bay (Elegug Stacks),04-Jun-17,09:00-12:00,Common Guillemot,13222,Individuals on land,Estimate,good,None,2,Top of main stack assessed ..,,4,6,2017
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Green Bridge of Wales to Flimston Bay (Elegug Stacks),01-Jun-18,14:30-17:00,Common Guillemot,15130,Individuals on land,Estimate,good,None,2,,,1,6,2018
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1986,,Common Guillemot,290,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,23-Jun-89,12:00-12:15,Common Guillemot,284,Individuals on land,Accurate,good,None,2,,,23,6,1989
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1992,,Common Guillemot,348,Individuals on land,Accurate,,,,,,14,6,1992
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1993,,Common Guillemot,352,Individuals on land,Accurate,,,,,,15,6,1993
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1994,,Common Guillemot,462,Individuals on land,Accurate,,,,,,16,6,1994
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1995,,Common Guillemot,436,Individuals on land,Accurate,,,,,,17,6,1995
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1996,,Common Guillemot,480,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1997,,Common Guillemot,429,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1998,,Common Guillemot,487,Individuals on land,Accurate,,,,,,20,6,1998
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,1999,,Common Guillemot,519,Individuals on land,Accurate,,,,,,21,6,1999
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2000,,Common Guillemot,433,Individuals on land,Accurate,,,,,,22,6,2000
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2001,,Common Guillemot,432,Individuals on land,Accurate,,,,,,23,6,2001
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2002,,Common Guillemot,570,Individuals on land,Accurate,,,,,,24,6,2002
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2003,,Common Guillemot,640,Individuals on land,Accurate,,,,,,25,6,2003
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2004,,Common Guillemot,631,Individuals on land,Accurate,,,,,,26,6,2004
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,2005,,Common Guillemot,668,Individuals on land,Accurate,,,,,,27,6,2005
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,02-Jun-06,13:30-14:00,Common Guillemot,742,Individuals on land,Accurate,good,None,2,,,2,6,2006
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,10-Jun-07,10:30-11:00,Common Guillemot,766,Individuals on land,Accurate,good,None,3,,,10,6,2007
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,07-Jun-08,10:45-11:00,Common Guillemot,721,Individuals on land,Accurate,good,None,2,,,7,6,2008
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,19-Jun-09,14:00-14:45,Common Guillemot,698,Individuals on land,Accurate,good,None,2,,,19,6,2009
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,04-Jun-10,12:00-12:10,Common Guillemot,506,Individuals on land,Accurate,good,None,1,,,4,6,2010
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,30-Jun-11,12:00-12:10,Common Guillemot,496,Individuals on land,Accurate,good,None,1,,,30,6,2011
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,01-Jul-13,00:00,Common Guillemot,750,Individuals on land,Accurate,,,,,,1,7,2013
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,15-Jun-14,00:00,Common Guillemot,639,Individuals on land,Accurate,good,None,2,,,15,6,2014
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,21-Jun-15,00:00,Common Guillemot,201,Individuals on land,Estimate,good,None,3,ONLY THOSE VIEWABLE ..,,21,6,2015
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,11-Jun-16,00:00,Common Guillemot,634,Individuals on land,Estimate,good,None,2,,,11,6,2016
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,17-Jun-17,10:30-10:50,Common Guillemot,605,Individuals on land,Estimate,good,None,2,,,17,6,2017
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches,02-Jun-18,10:05-10:15,Common Guillemot,689,Individuals on land,Estimate,good,None,1,,,2,6,2018
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1986,,Common Guillemot,53,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1989,,Common Guillemot,149,Individuals on land,Accurate,,,,,,11,6,1989
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1992,,Common Guillemot,148,Individuals on land,Accurate,,,,,,14,6,1992
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1997,,Common Guillemot,37,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1998,,Common Guillemot,45,Individuals on land,Accurate,,,,,,20,6,1998
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,1999,,Common Guillemot,52,Individuals on land,Accurate,,,,,,21,6,1999
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2000,,Common Guillemot,56,Individuals on land,Accurate,,,,,,22,6,2000
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2001,,Common Guillemot,45,Individuals on land,Accurate,,,,,,23,6,2001
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2002,,Common Guillemot,110,Individuals on land,Accurate,,,,,,24,6,2002
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2003,,Common Guillemot,115,Individuals on land,Accurate,,,,,,25,6,2003
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2004,,Common Guillemot,69,Individuals on land,Accurate,,,,,,26,6,2004
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,2005,,Common Guillemot,63,Individuals on land,Accurate,,,,,,27,6,2005
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,02-Jun-06,14:00-14:30,Common Guillemot,66,Individuals on land,Accurate,good,None,2,,,2,6,2006
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,09-Jun-07,12:00-12:30,Common Guillemot,72,Individuals on land,Accurate,good,None,3,,,9,6,2007
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,07-Jun-08,11:00-11:15,Common Guillemot,87,Individuals on land,Accurate,good,None,2,,,7,6,2008
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,08-Jun-09,17:45-18:00,Common Guillemot,93,Individuals on land,Accurate,good,None,2,,,8,6,2009
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,04-Jun-10,12:15-12:30,Common Guillemot,68,Individuals on land,Accurate,good,None,1,,,4,6,2010
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,30-Jun-11,12:15-12:30,Common Guillemot,72,Individuals on land,Accurate,good,None,1,,,30,6,2011
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,09-Jun-12,10:30-10:45,Common Guillemot,65,Individuals on land,Estimate,good,None,2,,,9,6,2012
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,01-Jul-13,00:00,Common Guillemot,146,Individuals on land,Accurate,,,,,,1,7,2013
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,15-Jun-14,00:00,Common Guillemot,107,Individuals on land,Accurate,good,None,1,,,15,6,2014
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,21-Jun-15,00:00,Common Guillemot,2,Individuals on land,Estimate,good,None,3,A CONSIDERABLE UNDERESTIMATE ..,,21,6,2015
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,11-Jun-16,00:00,Common Guillemot,112,Individuals on land,Accurate,good,None,2,,,11,6,2016
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,17-Jun-17,10:50-11:10,Common Guillemot,99,Individuals on land,Accurate,good,None,2,,,17,6,2017
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Arches to Crickmail Point,02-Jun-18,10:15-10:30,Common Guillemot,229,Individuals on land,Accurate,good,None,1,,,2,6,2018
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Mewsford Point - The Castle,1986,,Common Guillemot,355,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Dyfed,,Abermawr - Penbwchdy,1987,00:00,Common Guillemot,0,Occupied nests,Accurate,,,,JA,,9,6,1987
Wales,Dyfed,,Abermawr - Penbwchdy,1996,,Common Guillemot,0,Occupied nests,Accurate,,,,JA,,18,6,1996
Wales,Dyfed,,Caldey Island,02-Jun-85,,Common Guillemot,25,Individuals on land,Accurate,,,,,,2,6,1985
Wales,Dyfed,,Caldey Island,1986,,Common Guillemot,12,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Dyfed,,Caldey Island,1987,,Common Guillemot,27,Individuals on land,Accurate,,,,,,9,6,1987
Wales,Dyfed,,Caldey Island,1988,,Common Guillemot,15,Individuals on land,Estimate,,,,,,10,6,1988
Wales,Dyfed,,Caldey Island,1989,,Common Guillemot,27,Individuals on land,Accurate,,,,,,11,6,1989
Wales,Dyfed,,Caldey Island,1990,,Common Guillemot,10,Individuals on land,Accurate,,,,JA,,12,6,1990
Wales,Dyfed,,Caldey Island,1991,,Common Guillemot,19,Individuals on land,Accurate,,,,,,13,6,1991
Wales,Dyfed,,Caldey Island,21-May-92,00:00,Common Guillemot,22,Individuals on land,Estimate,,,,,,21,5,1992
Wales,Dyfed,,Caldey Island,1993,,Common Guillemot,22,Individuals on land,Accurate,,,,,,15,6,1993
Wales,Dyfed,,Caldey Island,1994,,Common Guillemot,27,Individuals on land,Minimum,,,,,,16,6,1994
Wales,Dyfed,,Caldey Island,1995,,Common Guillemot,38,Individuals on land,Accurate,,,,,,17,6,1995
Wales,Dyfed,,Caldey Island,1996,,Common Guillemot,11,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,,Caldey Island,1997,,Common Guillemot,9,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,,Caldey Island,1998,,Common Guillemot,11,Individuals on land,Accurate,,,,,,20,6,1998
Wales,Dyfed,,Caldey Island,1999,00:00,Common Guillemot,10,Individuals on land,Accurate,,,,,,21,6,1999
Wales,Dyfed,,Caldey Island,2000,00:00,Common Guillemot,9,Individuals on land,Minimum,,,,,,22,6,2000
Wales,Dyfed,,Caldey Island,2001,00:00,Common Guillemot,24,Individuals on land,Accurate,,,,,,23,6,2001
Wales,Dyfed,,Caldey Island,2002,00:00,Common Guillemot,13,Individuals on land,Accurate,,,,,,24,6,2002
Wales,Dyfed,,Caldey Island,2003,00:00,Common Guillemot,12,Individuals on land,Accurate,,,,,,25,6,2003
Wales,Dyfed,,Caldey Island,2004,00:00,Common Guillemot,11,Individuals on land,Accurate,,,,,,26,6,2004
Wales,Dyfed,,Caldey Island,2005,00:00,Common Guillemot,15,Individuals on land,Accurate,,,,,,27,6,2005
Wales,Dyfed,,Caldey Island,03-Jun-06,00:00,Common Guillemot,21,Individuals on land,Estimate,,,,,,3,6,2006
Wales,Dyfed,,Caldey Island,19 May 2007 - 21 May 2007,,Common Guillemot,11,Individuals on land,Estimate,,,,,,,,2007
Wales,Dyfed,,Caldey Island,17 May 2008 - 18 May 2008,00:00,Common Guillemot,25,Individuals on land,Estimate,,,,,,,,2008
Wales,Dyfed,,Caldey Island,22-May-09,09:00-15:00,Common Guillemot,18,Individuals on land,Estimate,fair,None,3,33 ON SEA,,22,5,2009
Wales,Dyfed,,Caldey Island,17-May-10,09:00-16:30,Common Guillemot,25,Individuals on land,Estimate,good,None,0,,,17,5,2010
Wales,Dyfed,,Caldey Island,24-May-11,09:00-16:00,Common Guillemot,31,Individuals on land,Estimate,good,None,3,,,24,5,2011
Wales,Dyfed,,Caldey Island,22 May 2012 - 23 May 2012,09:00-16:00,Common Guillemot,23,Individuals on land,Estimate,good,None,0,,,,,2012
Wales,Dyfed,,Caldey Island,20-May-13,09:00-17:00,Common Guillemot,31,Individuals on land,Estimate,good,None,0,one site is difficult ..,,20,5,2013
Wales,Dyfed,,Caldey Island,21 May 2014 - 1 June 2014,09:00-17:00,Common Guillemot,35,Individuals on land,Estimate,good,None,0,maximum numbers,,,,2014
Wales,Dyfed,,Caldey Island,20 May 2015 - 23 May 2015,10:00-17:00,Common Guillemot,28,Individuals on land,Estimate,good,None,2,Probably no change in ..,,,,2015
Wales,Dyfed,,Caldey Island,13 May 2016 - 23 May 2016,10:00-17:00,Common Guillemot,38,Individuals on land,Estimate,good,None,2,some new locations,,,,2016
Wales,Dyfed,,Caldey Island,18 May 2017 - 19 May 2017,08:30-17:00,Common Guillemot,58,Individuals on land,Estimate,good,None,2,more new sub sites,,,,2017
Wales,Dyfed,,Caldey Island,17 May 2018 - 18 May 2018,08:30-17:00,Common Guillemot,57,Individuals on land,Estimate,good,None,1,"reasonable estimate, ..",,,,2018
Wales,Dyfed,,Carreg-wynt - Mwnt,18-Jun-87,,Common Guillemot,50,Individuals on land,Accurate,,,,,,18,6,1987
Wales,Dyfed,,Carreg-wynt - Mwnt,1996,00:00,Common Guillemot,0,Occupied nests,Accurate,,,,JA,,18,6,1996
Wales,Dyfed,,Carreg-wynt - Mwnt,05-Jun-18,13:05-13:35,Common Guillemot,35,Individuals on land,Accurate,good,None,,,,5,6,2018
Wales,Dyfed,Barafundle to Giltar Point,Skomar to Lydstep Haven,1996,00:00,Common Guillemot,6,Individuals on land,Accurate,,,,JA,,18,6,1996
Wales,Dyfed,Barafundle to Giltar Point,Skomar to Lydstep Haven,02-Jun-18,14:00-14:15,Common Guillemot,4,Individuals on land,Accurate,good,None,1,,,2,6,2018
Wales,Dyfed,Barafundle to Giltar Point,Skrinkle Haven to Skomar,2005,,Common Guillemot,3,Individuals on land,Accurate,,,,,,27,6,2005
Wales,Dyfed,Barafundle to Giltar Point,Skrinkle Haven to Skomar,13-Jun-06,12:30-12:45,Common Guillemot,2,Individuals on land,Accurate,good,None,2,,,13,6,2006
Wales,Dyfed,Barafundle to Giltar Point,Skrinkle Haven to Skomar,02-Jun-18,13:45-14:00,Common Guillemot,0,Individuals on land,Accurate,good,None,1,,,2,6,2018
Wales,Dyfed,Bishop & Clerks and Ramsey,Bishops & Clerks Islands RSPB,1987,,Common Guillemot,8,Individuals on land,Accurate,,,,,,9,6,1987
Wales,Dyfed,Bishop & Clerks and Ramsey,Bishops & Clerks Islands RSPB,1995,,Common Guillemot,10,Individuals on land,Accurate,,,,,,17,6,1995
Wales,Dyfed,Bishop & Clerks and Ramsey,Bishops & Clerks Islands RSPB,1996,,Common Guillemot,6,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,Bishop & Clerks and Ramsey,Bishops & Clerks Islands RSPB,1997,,Common Guillemot,7,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Bishop & Clerks and Ramsey,Bishops & Clerks Islands RSPB,09-Jun-01,10:00 - 12:00,Common Guillemot,12,Individuals on land,Accurate,good,None,3,,,9,6,2001
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1987,,Common Guillemot,1342,Individuals on land,Accurate,,,,,,9,6,1987
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1992,,Common Guillemot,2169,Individuals on land,Accurate,,,,,,14,6,1992
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1994,,Common Guillemot,2397,Individuals on land,Accurate,,,,,,16,6,1994
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1995,,Common Guillemot,2487,Individuals on land,Accurate,,,,,,17,6,1995
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1996,,Common Guillemot,2640,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1997,,Common Guillemot,2650,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1999,,Common Guillemot,3063,Individuals on land,Accurate,,,,,,21,6,1999
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,25-May-99,,Common Guillemot,1,Individuals on land,Accurate,,,,,,25,5,1999
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,2000,,Common Guillemot,3031,Individuals on land,Accurate,,,,,,22,6,2000
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,2001,,Common Guillemot,3284,Individuals on land,Accurate,,,,,,23,6,2001
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,01-Jun-01,,Common Guillemot,147,Individuals on land,Accurate,good,None,2,,,1,6,2001
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,2002,,Common Guillemot,3574,Individuals on land,Accurate,,,,,,24,6,2002
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,2007,,Common Guillemot,3438,Individuals on land,Accurate,,,,,,29,6,2007
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,1 January 2012 - 29 November 2012,00:00,Common Guillemot,4204,Individuals on land,Accurate,,,,,,,,2012
Wales,Dyfed,Bishop & Clerks and Ramsey,Ramsey Island RSPB,2015,00:00,Common Guillemot,4403,Individuals on land,Accurate,,,,,,7,7,2015
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1986,,Common Guillemot,0,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1988,,Common Guillemot,1,Individuals on land,Accurate,,,,,,10,6,1988
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1989,,Common Guillemot,3,Individuals on land,Accurate,,,,,,11,6,1989
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1990,00:00,Common Guillemot,5,Occupied nests,Accurate,,,,JA,,12,6,1990
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,12-Jul-90,00:00,Common Guillemot,5,Occupied nests,Estimate,,,,,,12,7,1990
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1993,,Common Guillemot,5,Individuals on land,Accurate,,,,,,15,6,1993
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1994,00:00,Common Guillemot,9,Individuals on land,Estimate,,,,,,16,6,1994
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1995,,Common Guillemot,9,Individuals on land,Accurate,,,,JA,,17,6,1995
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1996,,Common Guillemot,2,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1997,,Common Guillemot,1,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,1998,,Common Guillemot,10,Individuals on land,Accurate,,,,,,20,6,1998
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,25-Jun-04,00:00,Common Guillemot,31,Individuals on land,Estimate,,,,,,25,6,2004
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,19-May-06,00:00,Common Guillemot,60,Occupied sites,Accurate,,,,,,19,5,2006
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,04-Jun-09,00:00,Common Guillemot,84,Individuals on land,Accurate,,,,,,4,6,2009
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,22-May-15,00:00,Common Guillemot,87,Occupied sites,Accurate,,,,,,22,5,2015
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,16-Jun-15,00:00,Common Guillemot,5,Individuals on land,Accurate,,,,,,16,6,2015
Wales,Dyfed,Cardigan Island and Mwnt to Carreg Lydan,Cardigan Island,04-Jun-18,17:05-17:25,Common Guillemot,97,Individuals on land,Estimate,good,None,0,,,4,6,2018
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Berry Slade to Wind Bay,1986,,Common Guillemot,8,Individuals on land,Estimate,,,,JA,,8,6,1986
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Berry Slade to Wind Bay,1996,,Common Guillemot,0,Individuals on land,Accurate,,,,JA,,18,6,1996
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,02-Jun-06,11:45-12:00,Common Guillemot,5,Individuals on land,Accurate,good,None,3,,,2,6,2006
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,09-Jun-07,10:30-10:45,Common Guillemot,3,Individuals on land,Accurate,good,None,3,,,9,6,2007
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,12-Jun-09,18:45-19:10,Common Guillemot,9,Individuals on land,Accurate,good,None,2,,,12,6,2009
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,03-Jun-10,14:00-14:30,Common Guillemot,7,Individuals on land,Accurate,good,None,2,,,3,6,2010
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,19-Jun-11,00:00,Common Guillemot,3,Individuals on land,Accurate,good,None,2,,,19,6,2011
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,16-Jun-12,10:30-10:50,Common Guillemot,2,Individuals on land,Accurate,good,None,2,,,16,6,2012
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,2 June 2013 - 16 June 2013,00:00,Common Guillemot,6,Individuals on land,Accurate,,,,,,,,2013
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,07-Jun-15,00:00,Common Guillemot,10,Individuals on land,Accurate,good,None,3,,,7,6,2015
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,11-Jun-16,00:00,Common Guillemot,2,Individuals on land,Accurate,good,None,2,,,11,6,2016
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Cabin Door to The Wash,02-Jun-18,09:05-09:25,Common Guillemot,1,Individuals on land,Accurate,good,None,1,,,2,6,2018
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Castle to St Govans Head,1997,,Common Guillemot,7,Individuals on land,Accurate,,,,,,19,6,1997
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,23-Jun-89,11:30-11:50,Common Guillemot,143,Individuals on land,Accurate,good,None,2,,,23,6,1989
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,1996,,Common Guillemot,109,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,1998,,Common Guillemot,155,Individuals on land,Accurate,,,,,,20,6,1998
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,1999,,Common Guillemot,177,Individuals on land,Accurate,,,,,,21,6,1999
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,2000,,Common Guillemot,179,Individuals on land,Accurate,,,,,,22,6,2000
Wales,Dyfed,Castlemartin Coast SPA (Berryslade to Barafundle Bay),Crickmail Point to The Castle,2001,,Common Guillemot,176,Individuals on land,Accurate,,,,,,23,6,2001
